type	prod0	prod1	prod2	prod3	prod4	prod5	prod6	prod7	prod8	prod9	daysLate
0	15	18	30	13	21	39	20	26	13	23	22
1	36	19	21	18	23	27	19	27	13	23	20
1	12	24	26	11	12	34	20	40	16	23	9
1	20	10	20	9	19	18	20	24	25	22	11
0	12	20	35	14	18	43	16	27	17	20	14
0	12	16	30	18	20	35	15	32	12	20	28
0	12	18	30	14	16	33	16	30	12	16	16
0	14	24	13	20	18	44	24	30	17	43	20
0	10	15	33	11	21	36	20	34	13	24	24
1	12	40	20	17	20	33	21	30	17	27	31
1	34	20	20	17	16	23	21	30	19	18	13
0	11	27	20	19	16	44	22	31	12	41	17
1	14	40	19	7	20	25	20	31	16	32	36
0	11	32	25	21	20	29	22	25	16	32	24
1	30	21	25	18	19	35	20	37	15	22	14
0	15	37	31	11	23	30	20	33	12	10	20
0	6	26	16	15	19	37	21	26	13	40	1
1	29	21	23	15	19	22	20	30	15	24	15
0	12	40	19	25	15	24	25	26	17	13	10
1	32	19	22	15	26	20	21	28	13	20	22
0	11	22	19	20	28	44	20	24	11	40	12
1	24	23	19	10	19	30	17	37	27	16	21
1	26	20	21	14	14	25	21	31	12	20	18
1	11	45	18	15	29	28	17	29	16	30	31
0	12	15	31	12	19	32	20	32	13	20	17
1	20	20	22	13	19	30	20	35	28	12	25
0	16	27	20	15	19	27	22	24	30	14	50
0	15	19	19	12	20	43	22	30	19	44	0
1	26	22	25	15	32	31	24	34	14	18	13
1	12	35	23	16	20	23	22	29	14	30	30
0	14	23	15	15	19	24	24	33	30	20	58
1	12	33	23	15	20	31	20	27	18	28	32
0	14	41	14	20	18	26	17	38	15	26	49
0	10	20	19	12	20	24	22	34	33	19	49
0	11	22	35	12	24	37	17	32	15	16	7
1	20	16	22	19	21	22	26	30	25	23	22
0	8	27	32	11	20	38	20	29	15	19	24
1	14	41	20	12	20	33	21	26	14	26	37
1	20	29	22	6	14	21	24	30	28	20	2
1	30	20	20	17	21	26	19	23	15	21	13
0	9	18	26	16	16	32	17	26	11	18	6
1	13	37	16	20	17	25	17	21	18	37	34
0	9	11	20	16	16	42	20	31	11	55	5
0	17	16	20	11	27	49	20	28	14	35	14
0	13	24	20	15	15	25	20	30	31	16	42
1	17	36	21	15	21	26	20	29	14	37	57
1	19	18	21	9	20	23	17	32	26	23	19
0	12	24	20	17	25	25	17	25	35	19	43
0	18	27	18	13	24	46	18	31	10	37	27
1	14	41	16	11	22	22	20	26	15	30	40
0	13	13	25	15	20	25	23	23	24	19	55
0	12	20	23	12	31	20	19	33	29	20	57
1	24	20	20	20	17	22	21	27	22	20	12
0	12	20	30	20	23	35	20	34	12	18	6
1	10	44	22	11	20	27	22	32	18	23	50
1	31	24	20	25	20	28	22	36	15	24	16
0	10	22	22	14	20	23	24	32	30	18	34
0	11	21	19	15	18	46	18	30	16	40	20
0	12	28	19	14	19	22	23	33	15	23	30
1	23	20	20	11	23	20	20	30	17	27	25
0	10	20	36	16	20	37	22	35	19	19	5
0	10	31	20	16	24	21	20	37	18	19	12
0	15	30	27	8	19	33	18	29	15	16	4
0	11	17	34	15	20	36	26	29	16	16	30
1	30	22	21	16	15	22	22	31	14	23	23
0	10	23	21	15	20	42	19	29	16	26	2
1	17	15	18	16	23	27	16	34	24	24	19
0	10	23	15	19	16	43	19	27	16	45	6
0	16	16	18	20	24	43	19	40	10	36	1
0	13	23	29	19	20	37	17	33	12	18	21
1	11	38	20	15	14	25	20	32	15	30	44
1	12	40	18	13	19	19	15	37	15	22	29
0	15	24	20	19	16	40	20	27	14	37	10
0	11	16	17	14	22	25	23	35	28	22	36
1	11	38	23	20	24	23	14	27	12	26	30
0	12	27	18	10	20	48	20	32	15	53	26
1	12	45	20	15	25	27	18	35	19	21	57
0	7	27	28	17	20	43	20	34	16	18	0
0	12	25	20	11	16	27	20	39	30	22	59
0	13	40	20	15	27	22	16	37	15	21	18
0	10	47	21	20	23	25	19	34	16	20	5
0	11	42	21	22	24	25	19	32	14	20	13
1	15	34	20	11	9	26	21	30	11	26	51
0	12	14	21	17	20	50	20	37	15	32	11
0	12	36	20	15	13	21	21	40	17	24	11
0	12	23	20	10	16	56	17	23	15	36	6
1	12	42	20	21	24	28	15	32	13	30	29
0	12	20	22	16	23	48	21	30	15	54	29
0	15	22	30	17	20	40	18	26	19	18	27
0	13	22	20	15	20	45	21	29	15	45	30
0	14	20	24	14	14	23	22	39	35	19	35
0	12	36	20	17	27	25	21	27	15	23	19
0	13	40	14	10	22	23	18	38	15	22	7
1	30	20	20	19	21	24	21	21	15	23	10
1	35	17	19	15	14	26	21	31	16	21	15
0	14	15	35	10	22	33	20	32	10	20	10
0	9	18	19	16	15	16	22	25	28	20	39
1	12	38	19	15	20	25	19	30	15	29	54
0	20	24	26	15	20	28	20	34	29	16	11
1	12	37	17	12	20	25	17	28	17	30	40
1	27	19	23	12	19	17	26	28	14	25	4
1	30	15	23	11	18	18	20	30	15	21	11
0	17	24	24	14	23	46	20	30	19	32	29
1	35	21	24	11	16	31	22	29	10	23	2
0	10	27	10	20	19	45	18	35	19	37	14
0	15	28	23	17	18	37	18	31	15	24	13
1	31	12	20	20	21	25	19	25	15	20	25
0	12	27	29	15	18	30	22	36	12	21	24
0	12	20	20	11	21	41	24	39	14	41	12
0	13	22	28	15	25	35	20	30	14	12	28
1	26	21	19	20	16	25	20	37	15	20	30
1	30	21	24	20	26	34	22	30	15	19	8
1	10	29	20	15	20	25	17	20	16	31	46
1	23	20	22	19	27	22	19	33	25	20	28
0	17	13	30	9	17	42	19	17	19	17	14
0	6	12	32	13	20	36	19	30	14	17	7
1	10	42	21	15	27	28	17	31	18	28	44
0	12	20	25	10	22	37	17	21	18	18	10
0	15	18	26	15	21	37	22	31	18	17	22
1	30	22	20	16	22	24	21	31	21	25	10
1	27	24	20	12	21	23	20	27	17	17	7
0	10	26	29	25	13	39	21	27	14	12	26
0	12	17	26	16	18	39	20	37	18	15	30
1	29	19	19	17	17	24	22	31	18	13	21
1	36	20	18	17	23	25	21	29	15	21	4
0	18	42	24	19	21	20	20	30	15	22	14
0	14	37	21	15	22	25	20	35	17	17	13
1	20	31	18	14	24	25	22	38	25	19	15
1	17	37	20	6	25	28	21	31	14	34	38
1	19	18	23	14	20	25	17	30	31	24	7
0	12	22	20	17	19	37	19	33	14	47	8
0	12	26	23	14	25	37	22	30	15	27	18
1	12	22	26	13	22	48	20	30	15	43	10
0	11	22	18	19	21	26	19	30	32	22	51
0	12	16	20	13	22	22	19	34	26	21	32
0	19	20	21	14	17	45	24	32	15	42	29
1	22	18	15	16	24	22	23	34	25	22	28
0	12	19	22	15	16	24	17	33	30	13	41
0	11	19	24	15	18	29	19	30	34	30	59
0	10	39	19	14	20	23	16	30	12	19	1
1	12	42	20	15	16	29	20	24	16	31	57
0	14	21	16	13	17	44	21	38	15	41	28
1	34	17	20	17	21	25	21	32	12	20	5
1	20	13	20	11	21	24	19	23	26	27	7
1	13	37	21	15	20	20	15	29	14	31	36
1	28	24	18	11	19	22	19	27	18	20	29
1	20	21	19	11	25	23	15	30	20	26	10
0	10	23	24	15	21	35	25	30	13	19	8
1	13	19	33	18	24	36	20	30	20	23	29
1	7	40	18	15	20	24	20	20	15	30	59
1	10	39	19	10	23	24	20	29	20	25	59
1	21	21	20	15	20	25	20	31	27	20	24
1	20	12	25	14	24	18	21	32	22	22	26
0	10	33	21	12	17	25	19	35	15	25	2
1	16	20	22	15	13	26	15	37	26	14	10
1	32	13	22	9	20	26	21	26	12	24	24
1	31	12	20	13	17	22	17	34	14	23	14
0	11	40	23	14	20	27	19	44	14	19	9
0	13	19	19	17	16	25	20	25	33	23	39
1	12	39	24	18	23	25	22	30	14	28	36
1	20	19	18	19	20	21	18	37	28	20	3
0	9	20	20	17	13	21	17	27	32	20	51
0	12	20	30	12	20	35	15	40	15	14	27
1	15	45	26	16	18	25	23	27	15	38	33
0	12	26	30	22	26	41	21	37	18	16	23
1	27	20	20	12	25	28	17	29	19	19	6
0	12	18	16	21	20	50	20	28	18	40	5
1	18	20	21	10	22	25	18	30	27	23	11
0	8	23	21	12	17	43	21	40	15	34	6
1	17	19	37	16	19	35	20	30	17	17	17
0	16	15	28	14	22	34	19	35	17	20	6
0	7	27	21	15	20	45	24	30	15	38	13
0	12	34	21	15	23	29	19	32	17	25	25
0	14	23	20	20	23	42	21	31	16	37	11
1	34	21	20	15	22	28	20	39	14	18	9
0	18	23	32	13	22	35	24	34	14	18	8
0	10	23	31	20	23	36	15	29	15	21	8
0	15	19	23	13	22	29	18	33	34	18	48
0	11	26	30	18	16	36	16	33	14	18	26
1	31	16	16	8	19	24	18	30	17	20	29
1	26	19	20	14	22	26	20	29	28	19	3
1	17	22	19	17	21	24	23	30	24	25	20
0	16	23	20	15	25	35	20	22	30	15	38
0	17	18	20	15	20	23	20	27	28	23	57
0	12	42	18	16	27	24	19	31	13	22	1
1	18	8	21	12	28	25	23	30	14	17	0
1	20	15	20	14	25	23	18	36	17	18	12
0	17	22	30	10	23	38	19	29	11	16	12
1	8	39	22	15	13	25	17	39	12	26	47
0	15	25	20	12	17	31	18	24	17	18	18
1	31	20	19	24	17	28	24	38	15	14	20
0	7	24	21	13	26	41	16	31	15	39	25
0	7	24	17	13	19	24	15	42	31	20	59
1	20	13	19	16	10	19	21	32	30	15	10
1	28	21	17	15	17	23	21	30	18	23	23
1	17	23	20	18	13	27	21	25	25	21	0
1	33	18	19	15	19	25	19	29	11	12	12
1	21	21	22	17	24	20	17	35	19	24	10
1	13	32	22	18	27	22	22	34	18	30	30
1	25	7	20	16	20	25	18	27	12	23	10
1	33	19	15	10	20	24	20	30	20	19	18
0	14	29	18	15	24	43	20	24	17	44	17
0	13	42	17	17	21	28	15	32	18	16	19
0	13	23	33	18	21	34	17	30	18	19	29
1	27	24	23	11	18	27	21	30	15	21	27
0	9	41	22	23	22	24	25	31	13	20	19
0	12	29	18	15	20	24	22	31	28	21	36
0	12	33	18	17	17	25	20	23	15	17	0
1	18	21	27	15	19	31	23	30	24	19	17
1	24	21	12	12	21	23	20	28	24	18	7
0	10	18	21	16	17	45	23	29	18	31	11
1	34	10	20	18	25	29	21	31	14	19	8
0	13	18	15	17	21	24	22	35	25	20	31
0	12	21	27	12	23	38	15	28	12	20	21
1	23	28	20	15	25	27	20	35	11	22	23
0	12	14	18	16	20	47	17	28	16	34	7
0	15	20	20	16	25	47	20	39	14	40	5
0	12	17	19	7	17	24	18	36	34	17	53
1	21	17	20	18	24	24	16	22	21	23	16
1	30	18	20	15	28	25	23	35	16	20	6
1	17	44	22	19	14	28	23	28	13	31	40
1	27	18	25	15	18	25	17	32	15	22	21
1	20	17	21	17	26	28	22	30	26	28	29
0	12	34	22	12	16	49	17	36	18	38	15
0	10	17	20	20	17	27	20	26	30	22	37
0	13	45	24	14	20	15	19	30	11	25	25
1	29	20	17	19	18	21	21	36	17	23	22
1	16	40	16	15	23	23	19	28	13	28	35
1	16	47	20	10	12	28	20	27	22	30	32
0	11	20	20	20	16	28	18	17	29	21	31
0	16	45	21	15	16	27	24	35	17	24	3
0	7	13	30	14	24	33	23	25	17	20	14
0	12	10	28	15	16	35	19	26	16	21	23
1	15	30	18	20	19	24	21	25	17	23	31
0	7	27	20	15	17	14	18	39	29	14	49
0	13	16	23	20	21	40	22	32	14	37	19
0	13	30	23	19	25	25	21	28	12	10	24
1	15	18	19	9	16	24	20	32	24	19	9
1	19	17	18	15	16	21	18	29	23	22	15
0	10	25	33	23	22	34	22	35	17	24	26
0	12	18	25	20	25	34	22	29	14	21	29
0	12	18	18	19	22	29	16	30	29	13	29
0	15	40	18	13	17	21	16	20	15	20	9
0	13	21	31	16	26	35	18	33	11	22	21
0	11	21	24	13	23	23	20	30	33	26	38
0	13	42	20	18	22	22	20	28	14	16	11
1	19	31	16	17	23	24	20	26	24	20	29
0	15	22	20	17	24	29	25	35	30	19	33
1	12	37	20	23	18	24	20	24	11	23	56
1	27	16	27	15	19	20	20	33	15	14	19
0	12	36	20	16	19	28	20	25	16	15	19
1	25	17	20	11	23	31	20	33	15	16	22
1	19	17	18	12	16	25	17	25	19	22	3
0	13	20	18	19	18	25	17	34	37	17	42
1	29	21	22	11	26	33	21	31	17	20	19
0	9	20	22	14	17	39	20	22	16	42	28
1	31	12	25	18	25	14	20	31	21	19	8
0	12	10	20	10	20	51	17	30	14	41	24
0	9	21	21	18	22	21	21	24	27	22	46
1	32	18	22	12	20	23	21	36	16	20	9
0	12	42	22	18	20	20	21	36	10	21	30
0	15	18	17	11	17	22	20	26	26	20	44
0	12	24	24	21	18	45	24	30	15	41	26
0	15	25	22	23	18	21	18	41	29	22	33
0	11	45	20	16	29	29	20	33	12	18	0
0	6	18	28	10	19	34	14	29	11	20	24
0	15	18	20	8	19	37	27	30	13	40	27
1	13	28	21	20	17	25	20	33	17	12	0
0	13	27	21	13	28	47	18	30	17	40	20
0	17	34	21	19	24	31	20	30	17	22	16
1	11	26	34	14	20	35	19	34	8	20	20
0	12	50	13	13	19	24	18	23	13	20	9
1	12	41	19	15	17	24	20	20	19	23	9
1	29	19	20	19	27	22	18	30	16	26	23
1	12	44	23	20	14	25	22	39	17	26	38
1	19	18	17	14	16	21	23	18	22	21	5
1	26	20	14	21	18	27	20	36	31	20	19
0	13	24	36	13	22	40	17	30	14	14	29
1	28	27	18	17	22	29	22	33	20	17	14
1	26	22	21	12	23	26	20	30	14	22	26
1	12	35	24	18	13	28	20	28	17	29	52
1	25	14	25	17	21	24	19	33	16	19	16
0	10	27	20	13	16	23	20	33	33	20	52
0	10	17	19	12	21	25	18	33	30	20	39
0	15	20	20	25	12	48	17	24	17	37	0
1	27	16	20	11	17	26	22	30	15	17	5
0	10	56	20	14	23	29	16	29	10	15	14
0	8	22	37	7	20	31	23	36	9	23	5
0	8	20	22	16	26	14	19	26	30	22	29
1	11	18	20	11	17	41	14	27	17	34	0
1	20	18	20	18	18	29	23	29	20	18	27
0	11	21	31	15	25	35	20	43	15	18	8
1	34	20	17	18	24	26	21	30	19	17	27
0	20	18	20	21	24	47	23	30	13	42	15
0	13	20	27	15	25	40	20	30	12	20	30
0	12	22	17	11	20	22	23	29	31	11	43
0	13	20	16	17	25	24	20	34	30	18	36
0	14	21	18	12	21	22	20	33	30	20	48
0	10	21	27	15	22	37	17	28	14	20	8
0	12	48	24	13	15	21	22	26	20	20	18
1	13	29	24	17	20	20	19	34	13	26	29
0	13	38	17	15	15	24	19	40	17	23	21
0	12	18	17	16	20	30	20	33	30	8	44
0	11	37	19	16	12	21	24	30	11	26	8
0	10	35	20	16	21	24	20	27	15	21	11
0	13	22	25	19	21	44	20	30	11	35	30
0	7	23	25	9	20	36	19	36	15	23	24
1	20	20	15	15	17	30	19	28	25	19	19
1	31	20	20	10	20	21	20	32	12	24	14
0	10	39	23	15	21	22	26	30	13	23	11
0	11	15	25	14	16	40	18	21	15	37	21
0	15	23	18	13	20	41	20	28	20	40	23
1	31	20	18	17	18	27	23	32	19	21	6
0	12	39	20	15	20	23	20	32	15	17	1
1	12	36	20	20	15	26	20	28	15	37	58
0	7	43	17	24	22	30	20	27	10	21	15
0	13	43	25	7	20	23	19	35	14	19	16
0	12	19	20	14	26	28	18	24	31	13	33
0	16	17	26	17	17	32	17	30	15	18	20
0	12	20	24	19	17	35	18	35	33	19	55
0	12	19	19	10	24	48	20	27	13	39	17
0	10	37	22	10	21	25	22	27	15	8	12
1	9	39	22	17	18	25	19	21	12	30	38
0	12	15	25	16	20	52	19	32	15	48	13
0	17	29	20	10	22	45	18	31	18	41	13
0	12	17	19	21	15	22	20	31	33	18	31
0	13	40	19	17	20	24	17	42	16	13	21
0	11	31	23	24	20	26	12	33	15	24	1
0	11	27	20	16	12	26	21	32	16	22	19
1	20	25	22	14	25	27	20	27	28	15	13
0	9	23	20	19	19	37	23	32	30	22	48
1	20	40	20	16	10	28	18	30	18	38	56
0	16	45	25	10	16	22	16	26	16	20	2
0	17	25	20	15	18	41	20	26	18	51	13
0	13	23	21	11	25	46	21	26	15	39	23
0	11	47	20	15	24	27	21	24	15	20	2
1	27	22	18	20	25	19	23	23	16	20	12
0	10	46	20	17	17	20	27	27	16	21	10
0	12	15	18	15	29	20	20	30	32	20	49
0	11	50	22	15	23	18	25	31	16	21	16
0	11	9	19	19	20	25	20	38	29	20	38
1	12	40	16	23	18	28	19	31	14	37	51
1	20	20	20	13	24	27	23	33	25	19	16
1	6	37	20	22	17	26	20	34	20	32	58
0	12	20	18	15	18	22	18	30	32	21	49
0	13	38	15	18	22	21	20	38	15	20	16
1	24	20	15	14	25	27	19	30	25	19	6
1	31	20	23	15	30	23	22	27	13	21	5
0	12	30	17	14	21	32	22	28	15	24	10
0	16	25	22	8	17	20	20	37	23	23	55
1	12	50	17	13	19	32	20	26	19	25	31
1	28	16	14	15	21	28	18	19	22	20	12
1	13	46	17	9	11	31	24	29	14	22	38
0	11	20	28	15	20	39	23	30	15	28	20
0	9	32	20	15	15	25	19	40	15	22	26
0	14	40	21	8	20	28	22	27	11	24	20
0	11	21	25	15	20	45	18	27	12	45	26
0	11	21	23	10	20	25	16	32	30	24	46
0	13	9	20	20	21	52	20	26	15	40	5
0	7	36	21	11	17	22	23	27	13	24	5
1	15	20	20	15	28	34	21	27	24	18	10
1	32	20	22	9	25	22	15	35	15	18	12
0	14	22	18	22	22	45	17	36	13	44	9
0	9	19	27	7	20	41	20	34	14	22	7
0	14	28	20	16	21	24	20	31	28	21	55
0	18	20	19	15	23	22	24	30	31	22	48
0	11	45	19	14	20	21	20	32	9	15	24
1	10	40	17	15	22	27	17	23	17	32	35
0	13	25	17	14	9	45	22	30	15	40	5
1	36	20	21	17	23	24	23	30	16	20	0
1	30	16	22	13	9	23	21	22	15	20	12
0	10	19	19	18	17	26	18	32	31	20	57
1	25	20	19	9	21	30	20	30	15	24	11
0	13	23	17	18	23	23	21	38	29	21	41
0	7	19	20	10	26	27	21	35	31	20	51
1	23	20	20	12	19	28	20	27	29	17	2
0	10	21	37	17	19	44	19	30	13	19	22
1	9	35	16	15	21	27	25	28	10	31	43
0	12	22	35	12	18	40	21	30	17	22	29
1	19	28	19	14	21	23	25	25	24	21	15
0	10	14	20	15	20	22	22	34	31	20	32
1	20	16	22	18	23	25	20	27	29	21	28
1	19	23	19	17	17	25	22	29	23	20	25
0	13	20	30	15	19	38	23	28	11	20	21
1	22	23	24	12	13	22	20	29	26	21	26
0	10	20	34	13	20	40	16	28	13	19	19
1	16	41	21	13	22	29	20	35	18	34	44
0	15	46	23	15	13	28	18	38	13	20	3
1	23	18	23	10	20	24	20	30	21	22	19
0	12	26	22	15	20	24	22	33	27	13	35
1	28	22	18	19	24	25	20	23	18	20	17
0	13	20	17	13	20	23	17	30	32	18	38
0	14	19	24	20	25	49	13	31	15	42	15
0	12	30	15	18	24	32	22	37	18	26	12
0	13	24	19	9	20	49	18	35	15	54	5
0	12	19	30	13	19	40	19	21	18	13	10
1	20	20	23	19	18	29	20	31	27	14	2
1	30	18	18	18	21	29	20	34	17	19	28
1	20	21	21	11	18	25	16	29	23	23	0
0	12	20	19	17	23	47	19	25	17	50	21
0	9	27	21	17	17	47	22	36	15	42	17
1	20	28	27	12	18	23	23	29	21	20	18
0	9	22	21	16	26	23	14	28	27	22	36
1	17	26	17	15	16	26	20	26	21	19	12
0	14	13	15	18	20	44	20	29	15	48	19
0	12	29	18	16	28	43	22	38	13	39	10
1	10	32	22	14	21	22	21	23	14	33	35
0	10	44	25	9	23	22	22	30	15	20	8
0	12	20	21	16	20	20	19	38	30	24	32
0	12	40	20	16	20	30	21	21	15	19	2
1	21	11	17	18	24	24	22	34	22	19	16
0	7	18	19	22	20	45	22	33	18	39	25
0	9	18	20	15	23	20	19	31	30	14	31
0	11	22	31	18	18	32	23	40	16	20	6
0	7	22	22	12	23	45	16	23	17	36	23
0	10	21	17	11	24	15	22	30	29	25	59
0	12	11	27	20	23	35	19	35	13	20	26
0	12	51	17	8	21	25	22	31	15	20	23
1	12	37	14	13	16	25	21	36	15	35	34
1	25	26	22	18	22	27	22	35	16	20	23
0	12	19	20	15	25	40	20	39	17	42	25
0	10	19	16	20	23	26	20	31	31	18	33
0	5	30	21	22	22	22	20	27	18	15	23
1	9	40	20	16	18	25	21	33	14	31	50
1	18	18	19	14	20	25	29	25	24	20	14
1	9	44	21	22	20	26	19	29	21	29	32
1	12	39	16	18	21	20	19	30	15	28	52
0	8	42	20	12	17	23	20	22	15	20	22
1	44	28	22	17	19	23	15	34	12	21	1
0	12	37	21	27	16	22	19	25	18	20	12
0	13	16	31	15	20	35	18	34	15	20	26
1	24	22	18	18	19	25	21	30	20	24	16
0	11	20	19	13	26	26	21	36	30	17	51
0	11	30	16	15	16	19	20	24	30	19	37
1	27	15	15	15	17	25	23	34	26	16	25
0	10	18	34	20	17	45	20	33	16	26	19
1	12	43	19	17	24	27	22	30	19	26	29
1	22	14	22	11	20	24	18	27	25	17	10
1	19	12	17	14	18	21	24	30	19	23	24
1	27	25	20	19	24	20	15	19	20	21	20
0	13	24	26	15	18	41	16	31	16	40	6
0	6	20	19	20	18	46	19	28	11	42	10
1	10	37	19	9	17	27	22	32	14	20	30
0	18	18	24	12	19	31	19	22	32	28	56
0	13	27	27	13	19	36	18	28	15	20	11
0	13	10	26	12	20	39	17	32	10	14	30
0	9	18	16	18	24	43	20	30	15	41	21
0	13	15	25	15	22	32	17	27	14	24	0
0	19	21	30	16	20	41	20	24	14	22	2
0	16	30	20	14	15	20	20	36	14	17	22
1	20	15	21	18	15	24	20	27	28	20	25
1	11	40	21	18	22	25	20	24	18	28	47
0	13	25	20	16	16	45	21	31	15	44	1
0	10	18	30	12	21	38	21	35	14	21	11
1	10	37	16	13	10	22	20	23	16	31	58
0	13	38	21	12	20	29	19	26	15	16	10
0	29	21	21	19	22	22	27	36	13	20	10
0	13	35	16	15	20	25	20	26	16	16	12
1	14	40	22	20	17	22	16	29	15	29	52
0	15	22	23	12	23	25	21	22	31	15	52
1	40	20	16	15	19	27	22	26	14	13	21
1	9	49	20	16	24	28	22	32	15	30	42
1	21	15	19	15	20	25	21	29	30	20	22
0	10	20	27	20	17	35	22	37	13	20	15
0	12	22	20	16	27	45	16	26	15	43	8
1	29	26	20	15	18	28	20	30	18	23	30
0	15	21	20	12	22	41	20	30	14	48	24
1	20	16	26	14	18	26	23	26	25	20	30
0	12	20	20	16	22	41	17	24	15	46	27
1	14	34	21	16	14	25	20	42	14	15	28
1	33	21	19	15	22	25	23	30	16	20	2
0	8	38	20	13	27	33	17	30	12	27	22
0	12	17	20	15	22	20	19	26	37	21	43
1	14	43	18	12	20	28	15	27	13	27	55
1	32	19	15	18	20	25	19	27	13	20	14
1	12	39	17	16	20	29	22	36	14	31	38
0	12	20	20	16	22	26	21	32	30	20	53
1	27	28	20	12	19	30	20	30	15	25	16
0	16	14	15	21	18	51	16	36	18	40	14
0	10	39	21	13	14	27	19	36	16	19	9
1	35	22	23	11	19	25	24	28	12	24	3
0	14	45	22	13	20	22	19	28	12	20	12
1	24	23	15	8	17	22	20	35	25	26	25
1	18	17	20	11	17	20	17	28	25	20	24
1	14	37	21	9	23	25	25	33	12	30	46
0	15	14	19	15	18	27	17	27	30	23	34
0	14	8	15	17	19	24	18	32	32	19	58
1	23	15	20	18	23	25	23	29	24	17	5
1	12	33	20	14	23	24	13	30	15	32	48
0	8	46	17	15	22	25	25	35	13	27	10
0	14	23	27	15	24	37	21	32	10	9	22
0	13	19	22	13	18	45	20	28	18	28	13
1	20	13	23	15	24	22	19	33	22	19	1
0	11	37	20	20	22	25	23	25	15	24	28
0	15	12	19	10	21	43	24	40	16	43	18
0	12	24	20	21	18	15	20	30	25	18	30
1	28	19	16	11	24	22	21	31	12	20	2
0	10	48	20	13	20	25	21	32	18	23	1
1	23	23	20	16	23	25	20	30	21	20	27
0	13	22	29	15	21	29	25	23	19	22	12
0	14	40	17	11	16	25	24	29	13	21	21
0	11	16	20	17	14	21	16	30	34	19	37
0	15	20	17	19	27	25	17	31	32	20	48
0	5	41	23	18	12	28	24	30	20	20	5
1	30	24	21	9	23	23	19	36	15	21	17
0	11	43	22	19	20	26	17	34	17	20	15
0	10	22	21	19	20	24	15	29	32	23	57
0	11	27	20	19	17	49	22	20	17	37	7
1	12	40	22	12	22	24	20	24	15	27	29
1	28	27	20	19	27	25	19	40	15	23	28
0	18	18	20	16	23	29	18	23	27	17	45
0	12	40	20	16	24	26	19	16	19	18	26
0	12	23	35	14	18	38	15	48	16	19	25
0	10	21	30	7	15	40	18	27	14	17	1
0	10	25	20	11	19	25	21	28	32	19	48
0	13	42	20	15	21	29	20	30	13	20	10
0	8	21	36	14	15	35	17	36	13	13	17
0	8	18	19	19	22	52	19	26	14	35	20
1	27	12	16	24	18	25	22	26	12	22	6
0	12	15	33	15	12	30	23	20	15	20	15
1	27	19	18	18	16	24	18	25	14	17	13
0	14	41	23	15	19	27	22	33	17	17	30
1	20	25	30	19	20	31	20	22	22	19	30
0	12	22	19	16	19	42	22	26	15	40	1
0	16	16	23	12	25	30	20	38	12	20	26
0	15	19	26	18	22	22	20	31	28	19	46
1	23	28	21	1	22	23	17	32	28	22	9
0	16	21	20	13	17	41	21	38	17	47	20
1	28	30	17	15	22	17	23	33	25	16	23
0	13	35	25	15	25	27	19	32	15	20	1
1	12	44	19	12	24	27	19	28	18	26	36
0	11	40	19	11	18	25	19	30	12	25	14
1	18	22	18	11	22	25	20	33	32	19	1
0	18	30	29	15	21	26	18	29	15	29	13
0	13	25	22	23	22	24	21	33	30	18	42
0	12	42	19	18	15	28	21	35	11	23	0
0	12	22	17	12	23	23	26	24	31	17	34
1	10	34	25	22	21	28	16	27	15	33	58
1	14	17	13	15	25	25	17	29	25	18	8
1	39	26	19	15	16	28	22	26	12	14	10
0	13	17	18	13	20	42	15	27	18	40	20
0	17	37	21	15	20	30	15	28	14	18	0
1	10	37	23	11	26	25	16	22	13	26	51
1	13	46	20	17	24	27	24	28	11	38	56
0	16	12	22	15	21	20	20	24	26	22	38
0	14	23	18	18	18	19	22	35	33	20	53
1	20	24	20	17	17	24	21	29	24	24	21
0	14	46	20	15	25	26	21	31	22	22	20
0	14	13	16	9	25	30	19	22	32	18	56
0	10	14	20	9	21	25	20	36	30	20	50
0	14	18	26	15	26	32	22	15	12	16	19
0	9	39	23	15	19	26	20	30	12	24	19
0	14	20	20	4	20	45	20	36	16	35	13
0	9	22	19	9	25	44	17	37	12	40	24
0	12	31	21	20	19	29	20	25	12	14	28
0	10	30	22	15	23	13	20	34	15	12	14
1	10	36	22	17	24	25	14	37	16	27	48
0	15	22	20	14	22	28	22	28	31	22	52
1	23	20	24	13	20	19	22	30	12	22	26
0	12	22	20	13	20	28	22	21	32	21	35
1	30	14	19	16	16	24	21	34	10	24	1
0	15	36	20	21	19	25	19	26	18	18	24
1	9	33	20	18	16	24	24	31	10	22	27
0	7	25	27	13	16	33	19	30	15	16	0
0	12	29	20	15	24	27	19	30	15	20	27
1	19	20	19	16	18	25	20	22	23	23	26
0	13	16	30	15	27	32	19	31	19	15	14
1	21	14	18	16	22	23	22	37	24	13	26
1	30	25	22	21	22	23	22	37	15	15	23
0	13	20	16	7	20	29	15	24	28	23	44
1	30	28	18	17	19	29	15	20	21	19	29
0	12	55	21	15	24	26	19	39	15	15	1
0	12	41	20	15	14	25	23	38	15	20	1
1	20	28	18	17	22	25	21	33	23	19	24
1	8	42	21	16	28	23	24	34	15	33	30
0	12	15	22	16	12	45	23	35	15	37	6
0	10	23	19	14	17	43	20	24	11	35	8
1	12	33	21	15	18	29	22	30	15	30	35
1	26	26	20	6	20	23	21	34	15	17	15
1	30	14	21	21	21	22	24	32	13	18	24
0	11	12	19	20	14	46	20	30	13	50	20
